window_size_sec,accuracy,f1_macro,f1_weighted,std_accuracy
0.5,0.99,0.9886978118942717,0.9899752355379949,0.008164965809277286
1.0,0.9866666666666667,0.984794300074628,0.9865699233322264,0.012472191289246475
2.0,0.9866666666666667,0.984794300074628,0.9865699233322264,0.012472191289246475
3.0,0.9866666666666667,0.984794300074628,0.9865699233322264,0.012472191289246475
5.0,0.9866666666666667,0.984794300074628,0.9865699233322264,0.012472191289246475
full,0.9866666666666667,0.984794300074628,0.9865699233322264,0.012472191289246475
