window_size_sec,accuracy,f1_macro,f1_weighted,std_accuracy
0.5,0.8219999999999998,0.8207591620274547,0.8207591620274547,0.03762977544445355
1.0,0.82,0.8177044292898354,0.8177044292898354,0.07402702209328701
2.0,0.82,0.8185301328099787,0.8185301328099788,0.04690415759823429
3.0,0.8160000000000001,0.8141859235621066,0.8141859235621064,0.047159304490206375
5.0,0.836,0.8359242521347785,0.8359242521347785,0.03826225293941797
full,0.8119999999999999,0.8110870136056871,0.8110870136056871,0.07222188034107117
