window_size_sec,accuracy,f1_macro,f1_weighted,std_accuracy
0.5,0.7779999999999999,0.7778992622162951,0.7778992622162951,0.06013318551349163
1.0,0.8,0.7989580318907773,0.7989580318907773,0.06099180272790764
2.0,0.8160000000000001,0.8159409609064205,0.8159409609064205,0.056780278266313565
3.0,0.8019999999999999,0.8017101311886128,0.8017101311886128,0.05635601121442148
5.0,0.812,0.8136385743624978,0.8136385743624979,0.03815756805667781
full,0.8,0.8007815706089498,0.8007815706089498,0.054037024344425186
