window_size_sec,accuracy,f1_macro,f1_weighted,std_accuracy
0.5,0.818,0.8169148059032528,0.8169148059032526,0.06493073232299172
1.0,0.8380000000000001,0.83632445047861,0.83632445047861,0.05114684741017769
2.0,0.8320000000000001,0.8309080917616608,0.8309080917616608,0.05600000000000001
3.0,0.844,0.8427719526230437,0.8427719526230438,0.043174066289845804
5.0,0.842,0.8402330279927807,0.8402330279927807,0.047074409183759276
full,0.826,0.8257826833469558,0.8257826833469558,0.04543126676640219
