threshold,multiscale,accuracy,f1_macro,f1_weighted,std_accuracy
median,False,0.8833333333333334,0.8646534005075466,0.8813455029636111,0.03651483716701108
median,True,0.8233333333333335,0.7959693599124128,0.820751874977287,0.038873012632302015
mean,False,0.9,0.8851333240182756,0.8988062839862195,0.033333333333333305
mean,True,0.8233333333333335,0.7959693599124128,0.820751874977287,0.038873012632302015
zero,False,0.7833333333333334,0.7485163830416471,0.7794870413102004,0.0577350269189626
zero,True,0.8233333333333335,0.7959693599124128,0.820751874977287,0.038873012632302015
