threshold,multiscale,accuracy,f1_macro,f1_weighted,std_accuracy
median,False,0.9033333333333333,0.8866106260753794,0.9010571427825049,0.01943650631615101
median,True,0.8466666666666667,0.8224641959581719,0.8441928755181767,0.02867441755680873
mean,False,0.9233333333333335,0.9107296537015411,0.9218907125198958,0.008164965809277286
mean,True,0.8466666666666667,0.8224641959581719,0.8441928755181767,0.02867441755680873
zero,False,0.8066666666666666,0.7688189554028154,0.7996753752343742,0.047842333648024434
zero,True,0.8466666666666667,0.8224641959581719,0.8441928755181767,0.02867441755680873
