feature_family,task,m,r_multiplier,accuracy,f1_macro,f1_weighted,std_accuracy,wavelet,level,n,window_size_sec,method,min_window,threshold,multiscale,order,delay,window,nperseg,overlap_ratio
fuzzen,ternary,2.0,0.2,0.64,0.5200340056459858,0.6041957075494386,0.0316227766016837,,,2.0,,,,,,,,,,
fuzzen,ternary,2.0,0.2,0.63,0.5308934337067928,0.604902623015496,0.0389871773792358,,,3.0,,,,,,,,,,
fuzzen,ternary,2.0,0.3,0.7020000000000001,0.6095071095930885,0.6814004810826033,0.0305941170815566,,,1.0,,,,,,,,,,
fuzzen,ternary,2.0,0.3,0.652,0.5449496416052326,0.6215265469092517,0.0193907194296653,,,2.0,,,,,,,,,,
fuzzen,ternary,2.0,0.3,0.6559999999999999,0.5692331163500242,0.6356795164778702,0.0436348484585428,,,3.0,,,,,,,,,,
fuzzen,ternary,3.0,0.1,0.728,0.6604074575319193,0.7175625421118961,0.0305941170815567,,,1.0,,,,,,,,,,
fuzzen,ternary,3.0,0.1,0.6639999999999999,0.6021520824613642,0.6478207434677438,0.0257681974534502,,,2.0,,,,,,,,,,
fuzzen,ternary,3.0,0.1,0.622,0.5270506743202887,0.5968331499005007,0.0116619037896906,,,3.0,,,,,,,,,,
fuzzen,ternary,3.0,0.2,0.728,0.6430145391219256,0.7121671637718896,0.016,,,1.0,,,,,,,,,,
fuzzen,ternary,3.0,0.2,0.6719999999999999,0.584021480423991,0.6475842125698819,0.0318747549010184,,,2.0,,,,,,,,,,
fuzzen,ternary,3.0,0.2,0.6279999999999999,0.5185023664232061,0.5951128926179003,0.0401995024844836,,,3.0,,,,,,,,,,
fuzzen,ternary,3.0,0.3,0.718,0.6295954551489219,0.7010033899920936,0.0132664991614216,,,1.0,,,,,,,,,,
fuzzen,ternary,3.0,0.3,0.6699999999999999,0.5793507927083569,0.6492488134847214,0.0689927532426413,,,2.0,,,,,,,,,,
fuzzen,ternary,3.0,0.3,0.6279999999999999,0.5309630758445751,0.6015473093281339,0.0324961536185438,,,3.0,,,,,,,,,,
hjorth,binary,,,0.9833333333333334,0.980995629609291,0.9832144310878452,0.0105409255338945,,,,0.5,,,,,,,,,
hjorth,binary,,,0.99,0.988795152824946,0.9900195533600906,0.0133333333333333,,,,1.0,,,,,,,,,
hjorth,binary,,,0.98,0.9770921177896472,0.9798091188820764,0.0124721912892464,,,,2.0,,,,,,,,,
hjorth,binary,,,0.9833333333333334,0.980999147249682,0.9832170366388024,0.0149071198499985,,,,3.0,,,,,,,,,
hjorth,binary,,,0.99,0.9886039886039886,0.9899335232668566,0.0081649658092772,,,,5.0,,,,,,,,,
hjorth,binary,,,0.99,0.988499147249682,0.989883703305469,0.0133333333333333,,,,full,,,,,,,,,
hjorth,five,,,0.7779999999999999,0.7778992622162951,0.7778992622162951,0.0601331855134916,,,,0.5,,,,,,,,,
hjorth,five,,,0.8,0.7989580318907773,0.7989580318907773,0.0609918027279076,,,,1.0,,,,,,,,,
hjorth,five,,,0.8160000000000001,0.8159409609064205,0.8159409609064205,0.0567802782663135,,,,2.0,,,,,,,,,
hjorth,five,,,0.8019999999999999,0.8017101311886128,0.8017101311886128,0.0563560112144214,,,,3.0,,,,,,,,,
hjorth,five,,,0.812,0.8136385743624978,0.8136385743624979,0.0381575680566778,,,,5.0,,,,,,,,,
hjorth,five,,,0.8,0.8007815706089498,0.8007815706089498,0.0540370243444251,,,,full,,,,,,,,,
hjorth,ternary,,,0.962,0.9604346911336444,0.961860360804368,0.0183303027798233,,,,0.5,,,,,,,,,
hjorth,ternary,,,0.966,0.967331620215768,0.965878817172914,0.0048989794855663,,,,1.0,,,,,,,,,
hjorth,ternary,,,0.958,0.9590083449883936,0.957888187844734,0.0116619037896906,,,,2.0,,,,,,,,,
hjorth,ternary,,,0.952,0.9521905920458196,0.951863429522822,0.0116619037896906,,,,3.0,,,,,,,,,
hjorth,ternary,,,0.946,0.9446007640676914,0.9457558701688148,0.0048989794855663,,,,5.0,,,,,,,,,
hjorth,ternary,,,0.946,0.9448586523843084,0.9458990159824348,0.0135646599662504,,,,full,,,,,,,,,
hurst,binary,,,0.8233333333333335,0.802703437102662,0.823894499605094,0.0169967317119759,,,,,rescaled_range,4.0,,,,,,,
hurst,binary,,,0.8099999999999999,0.7894745300342219,0.8111141472989996,0.0454606056566195,,,,,rescaled_range,8.0,,,,,,,
hurst,binary,,,0.86,0.8488216093598526,0.8624142821217339,0.0343187671366233,,,,,rescaled_range,16.0,,,,,,,
hurst,binary,,,0.9133333333333332,0.90349390863129,0.9137354771043108,0.0439696865275764,,,,,rescaled_range,32.0,,,,,,,
hurst,binary,,,0.62,0.5882564545331845,0.6255831148380241,0.0561743318211757,,,,,dfa,4.0,,,,,,,
hurst,binary,,,0.62,0.5882564545331845,0.6255831148380241,0.0561743318211757,,,,,dfa,8.0,,,,,,,
hurst,binary,,,0.62,0.5882564545331845,0.6255831148380241,0.0561743318211757,,,,,dfa,16.0,,,,,,,
hurst,binary,,,0.62,0.5882564545331845,0.6255831148380241,0.0561743318211757,,,,,dfa,32.0,,,,,,,
hurst,binary,,,0.5266666666666666,0.5238742175205156,0.5333412446114923,0.0501109879279096,,,,,wavelet,4.0,,,,,,,
hurst,binary,,,0.5266666666666666,0.5238742175205156,0.5333412446114923,0.0501109879279096,,,,,wavelet,8.0,,,,,,,
hurst,binary,,,0.6033333333333333,0.5874839388551466,0.611516061035049,0.092736184954957,,,,,wavelet,16.0,,,,,,,
hurst,binary,,,0.5800000000000001,0.55241806573648,0.5856634674409611,0.0439696865275763,,,,,wavelet,32.0,,,,,,,
hurst,five,,,0.398,0.3949109242664462,0.3949109242664462,0.0331058907144937,,,,,rescaled_range,4.0,,,,,,,
hurst,five,,,0.394,0.3958654841278903,0.3958654841278904,0.0504380808516739,,,,,rescaled_range,8.0,,,,,,,
hurst,five,,,0.472,0.4694879421458863,0.4694879421458863,0.0342928563989645,,,,,rescaled_range,16.0,,,,,,,
hurst,five,,,0.426,0.4099238218295294,0.4099238218295294,0.0407921561087422,,,,,rescaled_range,32.0,,,,,,,
hurst,five,,,0.48,0.4731902514865093,0.4731902514865092,0.0384707681233427,,,,,dfa,4.0,,,,,,,
hurst,five,,,0.48,0.4731902514865093,0.4731902514865092,0.0384707681233427,,,,,dfa,8.0,,,,,,,
hurst,five,,,0.48,0.4731902514865093,0.4731902514865092,0.0384707681233427,,,,,dfa,16.0,,,,,,,
hurst,five,,,0.48,0.4731902514865093,0.4731902514865092,0.0384707681233427,,,,,dfa,32.0,,,,,,,
hurst,five,,,0.354,0.3405462220957888,0.3405462220957888,0.0538887743412299,,,,,wavelet,4.0,,,,,,,
hurst,five,,,0.354,0.3405462220957888,0.3405462220957888,0.0538887743412299,,,,,wavelet,8.0,,,,,,,
hurst,five,,,0.422,0.4175652688932643,0.4175652688932642,0.0534415568635495,,,,,wavelet,16.0,,,,,,,
hurst,five,,,0.392,0.3800461829286029,0.3800461829286029,0.043081318457076,,,,,wavelet,32.0,,,,,,,
hurst,ternary,,,0.56,0.5897043670528697,0.5585568128034809,0.0536656314599949,,,,,rescaled_range,4.0,,,,,,,
hurst,ternary,,,0.522,0.5557478037942214,0.5197156305724259,0.0324961536185438,,,,,rescaled_range,8.0,,,,,,,
hurst,ternary,,,0.6,0.6276677965078801,0.5985149611230615,0.035213633723318,,,,,rescaled_range,16.0,,,,,,,
hurst,ternary,,,0.6,0.6392911257034943,0.6010742879270252,0.0414728827066554,,,,,rescaled_range,32.0,,,,,,,
hurst,ternary,,,0.686,0.62896704643183,0.675568941623456,0.0185472369909913,,,,,dfa,4.0,,,,,,,
hurst,ternary,,,0.686,0.62896704643183,0.675568941623456,0.0185472369909913,,,,,dfa,8.0,,,,,,,
hurst,ternary,,,0.686,0.62896704643183,0.675568941623456,0.0185472369909913,,,,,dfa,16.0,,,,,,,
hurst,ternary,,,0.686,0.62896704643183,0.675568941623456,0.0185472369909913,,,,,dfa,32.0,,,,,,,
hurst,ternary,,,0.634,0.5088326811629846,0.5912908606959205,0.0326190128606002,,,,,wavelet,4.0,,,,,,,
hurst,ternary,,,0.634,0.5088326811629846,0.5912908606959205,0.0326190128606002,,,,,wavelet,8.0,,,,,,,
hurst,ternary,,,0.6900000000000001,0.6072864733160961,0.6698807081494988,0.0540370243444251,,,,,wavelet,16.0,,,,,,,
hurst,ternary,,,0.712,0.6047981779410703,0.684164623326528,0.0479165942028437,,,,,wavelet,32.0,,,,,,,
lzc,binary,,,0.8933333333333333,0.8775926132283527,0.8921628168701187,0.0270801280154531,,,,,,,median,False,,,,,
lzc,binary,,,0.86,0.8369337511620903,0.8571458347134449,0.0309120616516523,,,,,,,median,True,,,,,
lzc,binary,,,0.91,0.8976155784499816,0.909479340767317,0.0226077666104175,,,,,,,mean,False,,,,,
lzc,binary,,,0.86,0.8369337511620903,0.8571458347134449,0.0309120616516523,,,,,,,mean,True,,,,,
lzc,binary,,,0.8233333333333335,0.8073069199262589,0.8257706145343844,0.0416333199893226,,,,,,,zero,False,,,,,
lzc,binary,,,0.86,0.8369337511620903,0.8571458347134449,0.0309120616516523,,,,,,,zero,True,,,,,
lzc,five,,,0.4,0.3915572936867907,0.3915572936867907,0.0384707681233427,,,,,,,median,False,,,,,
lzc,five,,,0.3299999999999999,0.3226725171649736,0.3226725171649736,0.033466401061363,,,,,,,median,True,,,,,
lzc,five,,,0.364,0.3575225888748411,0.3575225888748411,0.0287054001888146,,,,,,,mean,False,,,,,
lzc,five,,,0.3299999999999999,0.3226725171649736,0.3226725171649736,0.033466401061363,,,,,,,mean,True,,,,,
lzc,five,,,0.338,0.3338622514134953,0.3338622514134952,0.027129319932501,,,,,,,zero,False,,,,,
lzc,five,,,0.3299999999999999,0.3226725171649736,0.3226725171649736,0.033466401061363,,,,,,,zero,True,,,,,
lzc,ternary,,,0.716,0.6001346679839096,0.681563888660398,0.0397994974842648,,,,,,,median,False,,,,,
lzc,ternary,,,0.68,0.5866074661407195,0.6582113642704635,0.0363318042491698,,,,,,,median,True,,,,,
lzc,ternary,,,0.718,0.6135211304383513,0.6883347991165543,0.0213541565040626,,,,,,,mean,False,,,,,
lzc,ternary,,,0.68,0.5866074661407195,0.6582113642704635,0.0363318042491698,,,,,,,mean,True,,,,,
lzc,ternary,,,0.65,0.5656033533911172,0.6284205122307898,0.0322490309931941,,,,,,,zero,False,,,,,
lzc,ternary,,,0.68,0.5866074661407195,0.6582113642704635,0.0363318042491698,,,,,,,zero,True,,,,,
permen,binary,,,0.8533333333333333,0.8421168781418246,0.8560568052116242,0.0323178657161088,,,,,,,,,3.0,1.0,,,
permen,binary,,,0.8699999999999999,0.8551919631925236,0.8704674913674634,0.0286744175568087,,,,,,,,,3.0,2.0,,,
permen,binary,,,0.86,0.8395489905698387,0.8584070026535073,0.0402768199119818,,,,,,,,,3.0,3.0,,,
permen,binary,,,0.9,0.8836215521627084,0.8980000285559235,0.0210818510677892,,,,,,,,,3.0,4.0,,,
permen,binary,,,0.9266666666666664,0.9170011376794324,0.9263536195835936,0.0343187671366233,,,,,,,,,3.0,5.0,,,
permen,binary,,,0.8566666666666667,0.8447895903837258,0.8590305468994333,0.0199999999999999,,,,,,,,,4.0,1.0,,,
permen,binary,,,0.8633333333333335,0.8552016373014115,0.8665454614156305,0.0286744175568087,,,,,,,,,4.0,2.0,,,
permen,binary,,,0.8299999999999998,0.8169327011668926,0.8327469817557656,0.0439696865275763,,,,,,,,,4.0,3.0,,,
permen,binary,,,0.8233333333333333,0.8078894063407926,0.8258885038034631,0.0270801280154531,,,,,,,,,4.0,4.0,,,
permen,binary,,,0.8266666666666668,0.8084751816271032,0.8279238160737746,0.0169967317119759,,,,,,,,,4.0,5.0,,,
permen,binary,,,0.85,0.8368038690555114,0.8520231378997835,0.0380058475033045,,,,,,,,,5.0,1.0,,,
permen,binary,,,0.8733333333333334,0.8661730151346161,0.8764374694423915,0.0226077666104175,,,,,,,,,5.0,2.0,,,
permen,binary,,,0.8333333333333334,0.8242162149033323,0.8375089327158696,0.0333333333333333,,,,,,,,,5.0,3.0,,,
permen,binary,,,0.85,0.8325934984903911,0.8501961330676149,0.034960294939005,,,,,,,,,5.0,4.0,,,
permen,binary,,,0.8233333333333333,0.8029824507239077,0.8239594850045769,0.0270801280154531,,,,,,,,,5.0,5.0,,,
permen,binary,,,0.8700000000000001,0.8583751419774751,0.8717885746767922,0.0221108319357026,,,,,,,,,6.0,1.0,,,
permen,binary,,,0.8666666666666668,0.8590092168632587,0.8699408189759336,0.0210818510677891,,,,,,,,,6.0,2.0,,,
permen,binary,,,0.8466666666666667,0.8364021504118455,0.8499785757384638,0.0371184290855334,,,,,,,,,6.0,3.0,,,
permen,binary,,,0.8433333333333334,0.8271691959373342,0.8445919346567695,0.0388730126323019,,,,,,,,,6.0,4.0,,,
permen,binary,,,0.8533333333333333,0.8417079160822822,0.8559245873915755,0.0323178657161088,,,,,,,,,6.0,5.0,,,
permen,binary,,,0.8666666666666668,0.8556228020333176,0.8689058998462436,0.0298142396999972,,,,,,,,,7.0,1.0,,,
permen,binary,,,0.8700000000000001,0.8617159479507503,0.8728751326254407,0.019436506316151,,,,,,,,,7.0,2.0,,,
permen,binary,,,0.8566666666666667,0.8457778791316123,0.8593357727996651,0.0290593262902711,,,,,,,,,7.0,3.0,,,
permen,binary,,,0.8400000000000001,0.8265396825396826,0.8425820105820104,0.0226077666104175,,,,,,,,,7.0,4.0,,,
permen,binary,,,0.8933333333333333,0.8807643680469768,0.893560963416036,0.0169967317119759,,,,,,,,,7.0,5.0,,,
permen,five,,,0.4059999999999999,0.3945643596446079,0.3945643596446079,0.0349857113690717,,,,,,,,,3.0,1.0,,,
permen,five,,,0.374,0.3636186297651566,0.3636186297651566,0.021540659228538,,,,,,,,,3.0,2.0,,,
permen,five,,,0.414,0.4044568000459849,0.404456800045985,0.0527636238330916,,,,,,,,,3.0,3.0,,,
permen,five,,,0.424,0.4146017845702254,0.4146017845702254,0.0560713830755047,,,,,,,,,3.0,4.0,,,
permen,five,,,0.376,0.3716256847971491,0.3716256847971492,0.0496386945839634,,,,,,,,,3.0,5.0,,,
permen,five,,,0.348,0.338529503748343,0.338529503748343,0.0342928563989644,,,,,,,,,4.0,1.0,,,
permen,five,,,0.3339999999999999,0.3218164104693437,0.3218164104693437,0.0366606055596467,,,,,,,,,4.0,2.0,,,
permen,five,,,0.396,0.3930163571706098,0.3930163571706097,0.0512249938994627,,,,,,,,,4.0,3.0,,,
permen,five,,,0.3899999999999999,0.3821889190822177,0.3821889190822177,0.0126491106406735,,,,,,,,,4.0,4.0,,,
permen,five,,,0.428,0.4228555353994744,0.4228555353994744,0.0342928563989645,,,,,,,,,4.0,5.0,,,
permen,five,,,0.38,0.3679703472335548,0.3679703472335548,0.0289827534923788,,,,,,,,,5.0,1.0,,,
permen,five,,,0.384,0.3693623099171993,0.3693623099171993,0.0185472369909914,,,,,,,,,5.0,2.0,,,
permen,five,,,0.3819999999999999,0.3714449844878644,0.3714449844878643,0.0172046505340852,,,,,,,,,5.0,3.0,,,
permen,five,,,0.4059999999999999,0.3972256042749654,0.3972256042749654,0.0241660919471891,,,,,,,,,5.0,4.0,,,
permen,five,,,0.454,0.4451349125491514,0.4451349125491513,0.0454312667664021,,,,,,,,,5.0,5.0,,,
permen,five,,,0.408,0.3920345595812121,0.3920345595812121,0.042614551505325,,,,,,,,,6.0,1.0,,,
permen,five,,,0.432,0.4220874758004161,0.4220874758004161,0.0299332590941915,,,,,,,,,6.0,2.0,,,
permen,five,,,0.396,0.3812101500072022,0.3812101500072022,0.0382622529394179,,,,,,,,,6.0,3.0,,,
permen,five,,,0.3979999999999999,0.3895075235721124,0.3895075235721125,0.027129319932501,,,,,,,,,6.0,4.0,,,
permen,five,,,0.436,0.4302700091202947,0.4302700091202947,0.0591945943477949,,,,,,,,,6.0,5.0,,,
permen,five,,,0.38,0.3693616780350337,0.3693616780350337,0.0316227766016838,,,,,,,,,7.0,1.0,,,
permen,five,,,0.382,0.3767581809388992,0.3767581809388992,0.0370944739819828,,,,,,,,,7.0,2.0,,,
permen,five,,,0.424,0.417612172387111,0.417612172387111,0.039293765408777,,,,,,,,,7.0,3.0,,,
permen,five,,,0.462,0.4505110071647385,0.4505110071647385,0.0213541565040626,,,,,,,,,7.0,4.0,,,
permen,five,,,0.454,0.4513810523472333,0.4513810523472333,0.0440908153700972,,,,,,,,,7.0,5.0,,,
permen,ternary,,,0.5519999999999999,0.5804602712426237,0.5483662067003785,0.0581033561853358,,,,,,,,,3.0,1.0,,,
permen,ternary,,,0.5640000000000001,0.5320671952070909,0.558465199435717,0.0484148737476408,,,,,,,,,3.0,2.0,,,
permen,ternary,,,0.67,0.6189039155497225,0.6616679312727418,0.0340587727318527,,,,,,,,,3.0,3.0,,,
permen,ternary,,,0.7,0.6165090056281649,0.6808055741622276,0.041952353926806,,,,,,,,,3.0,4.0,,,
permen,ternary,,,0.752,0.6808419512700268,0.7413705358197104,0.0299332590941915,,,,,,,,,3.0,5.0,,,
permen,ternary,,,0.496,0.5300653553647805,0.4955589459182559,0.0574804314527996,,,,,,,,,4.0,1.0,,,
permen,ternary,,,0.5519999999999999,0.5260162120203691,0.549252210733821,0.0406939798987516,,,,,,,,,4.0,2.0,,,
permen,ternary,,,0.582,0.5233923432893275,0.5744457318683684,0.0354400902933386,,,,,,,,,4.0,3.0,,,
permen,ternary,,,0.678,0.6076248742013668,0.6644272383190294,0.0097979589711326,,,,,,,,,4.0,4.0,,,
permen,ternary,,,0.6839999999999999,0.6182921353459332,0.6728141622578467,0.0349857113690717,,,,,,,,,4.0,5.0,,,
permen,ternary,,,0.532,0.5608827175081926,0.5276333996083601,0.050754310161798,,,,,,,,,5.0,1.0,,,
permen,ternary,,,0.5479999999999999,0.512566795022123,0.5460489107600102,0.0411825205639479,,,,,,,,,5.0,2.0,,,
permen,ternary,,,0.64,0.5736479539258076,0.6274777074308262,0.0189736659610102,,,,,,,,,5.0,3.0,,,
permen,ternary,,,0.666,0.5934776988884065,0.6499557366599316,0.0475815090134812,,,,,,,,,5.0,4.0,,,
permen,ternary,,,0.664,0.5967590900966873,0.6537213134396787,0.0287054001888146,,,,,,,,,5.0,5.0,,,
permen,ternary,,,0.5660000000000001,0.5936410287421172,0.5643603751328442,0.0705974503788911,,,,,,,,,6.0,1.0,,,
permen,ternary,,,0.5820000000000001,0.5559045929422662,0.5814574774816329,0.0453431361950185,,,,,,,,,6.0,2.0,,,
permen,ternary,,,0.6239999999999999,0.5660911904808643,0.6153579462732628,0.0249799919935936,,,,,,,,,6.0,3.0,,,
permen,ternary,,,0.6599999999999999,0.6071358024482484,0.6534569002301522,0.0469041575982342,,,,,,,,,6.0,4.0,,,
permen,ternary,,,0.704,0.6543078070794608,0.695804119365398,0.0241660919471891,,,,,,,,,6.0,5.0,,,
permen,ternary,,,0.52,0.5459649230280771,0.5151696300764985,0.0469041575982342,,,,,,,,,7.0,1.0,,,
permen,ternary,,,0.608,0.5831563927663873,0.6099843114541932,0.052306787322488,,,,,,,,,7.0,2.0,,,
permen,ternary,,,0.7,0.6555160840704828,0.6940963113879055,0.0389871773792358,,,,,,,,,7.0,3.0,,,
permen,ternary,,,0.6859999999999999,0.6417786682140274,0.6830220421935408,0.0287054001888146,,,,,,,,,7.0,4.0,,,
permen,ternary,,,0.696,0.6607041579106543,0.6916405765236663,0.0205912602819739,,,,,,,,,7.0,5.0,,,
psd,binary,,,0.99,0.9886978118942716,0.9899752355379948,0.0081649658092772,,,,,,,,,,,blackman,64.0,0.25
psd,binary,,,0.9833333333333334,0.9811004709635972,0.9832642510492328,0.0182574185835055,,,,,,,,,,,blackman,64.0,0.5
psd,binary,,,0.98,0.9773956237885434,0.97995047107599,0.0163299316185545,,,,,,,,,,,blackman,64.0,0.75
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,blackman,128.0,0.25
psd,binary,,,1.0,1.0,1.0,0.0,,,,,,,,,,,blackman,128.0,0.5
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,blackman,128.0,0.75
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,blackman,256.0,0.25
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,blackman,256.0,0.5
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,blackman,256.0,0.75
psd,binary,,,1.0,1.0,1.0,0.0,,,,,,,,,,,blackman,512.0,0.25
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,blackman,512.0,0.5
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,blackman,512.0,0.75
psd,binary,,,0.9866666666666668,0.984794300074628,0.9865699233322264,0.0124721912892464,,,,,,,,,,,hamming,64.0,0.25
psd,binary,,,0.9866666666666668,0.984794300074628,0.9865699233322264,0.0124721912892464,,,,,,,,,,,hamming,64.0,0.5
psd,binary,,,0.9866666666666668,0.984794300074628,0.9865699233322264,0.0124721912892464,,,,,,,,,,,hamming,64.0,0.75
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,hamming,128.0,0.25
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,hamming,128.0,0.5
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,hamming,128.0,0.75
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,hamming,256.0,0.25
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,hamming,256.0,0.5
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,hamming,256.0,0.75
psd,binary,,,1.0,1.0,1.0,0.0,,,,,,,,,,,hamming,512.0,0.25
psd,binary,,,0.9933333333333334,0.9924964823596087,0.9933307277823762,0.0081649658092772,,,,,,,,,,,hamming,512.0,0.5
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,hamming,512.0,0.75
psd,binary,,,0.9866666666666668,0.984794300074628,0.9865699233322264,0.0124721912892464,,,,,,,,,,,hanning,64.0,0.25
psd,binary,,,0.9866666666666668,0.984794300074628,0.9865699233322264,0.0124721912892464,,,,,,,,,,,hanning,64.0,0.5
psd,binary,,,0.9833333333333334,0.9811004709635972,0.9832642510492328,0.0182574185835055,,,,,,,,,,,hanning,64.0,0.75
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,hanning,128.0,0.25
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,hanning,128.0,0.5
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,hanning,128.0,0.75
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,hanning,256.0,0.25
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,hanning,256.0,0.5
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,hanning,256.0,0.75
psd,binary,,,1.0,1.0,1.0,0.0,,,,,,,,,,,hanning,512.0,0.25
psd,binary,,,0.9933333333333334,0.9924964823596087,0.9933307277823762,0.0081649658092772,,,,,,,,,,,hanning,512.0,0.5
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,hanning,512.0,0.75
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,rectangular,64.0,0.25
psd,binary,,,0.9833333333333332,0.981089452899574,0.9832561433589836,0.0105409255338945,,,,,,,,,,,rectangular,64.0,0.5
psd,binary,,,0.9833333333333332,0.9812669632139578,0.983332008983201,0.0149071198499985,,,,,,,,,,,rectangular,64.0,0.75
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,rectangular,128.0,0.25
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,rectangular,128.0,0.5
psd,binary,,,0.9966666666666668,0.996201329534663,0.9966445077556187,0.0066666666666666,,,,,,,,,,,rectangular,128.0,0.75
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,rectangular,256.0,0.25
psd,binary,,,0.99,0.9886978118942716,0.9899752355379948,0.0081649658092772,,,,,,,,,,,rectangular,256.0,0.5
psd,binary,,,0.99,0.9886978118942716,0.9899752355379948,0.0081649658092772,,,,,,,,,,,rectangular,256.0,0.75
psd,binary,,,0.9933333333333334,0.9924026590693258,0.9932890155112376,0.0081649658092772,,,,,,,,,,,rectangular,512.0,0.25
psd,binary,,,0.9866666666666668,0.9849026590693256,0.986622348844571,0.0124721912892464,,,,,,,,,,,rectangular,512.0,0.5
psd,binary,,,0.99,0.9886978118942716,0.9899752355379948,0.0081649658092772,,,,,,,,,,,rectangular,512.0,0.75
psd,five,,,0.8039999999999999,0.8014584770737858,0.801458477073786,0.0427083130081252,,,,,,,,,,,blackman,64.0,0.25
psd,five,,,0.8220000000000001,0.8210456657876428,0.8210456657876428,0.0503587132480566,,,,,,,,,,,blackman,64.0,0.5
psd,five,,,0.8240000000000001,0.8229727615827864,0.8229727615827864,0.0241660919471891,,,,,,,,,,,blackman,64.0,0.75
psd,five,,,0.86,0.8598039038988974,0.8598039038988976,0.0268328157299975,,,,,,,,,,,blackman,128.0,0.25
psd,five,,,0.8480000000000001,0.848559991898609,0.8485599918986088,0.0365513337649941,,,,,,,,,,,blackman,128.0,0.5
psd,five,,,0.858,0.8573967942790823,0.8573967942790823,0.0406939798987515,,,,,,,,,,,blackman,128.0,0.75
psd,five,,,0.834,0.8341068920365574,0.8341068920365574,0.039293765408777,,,,,,,,,,,blackman,256.0,0.25
psd,five,,,0.842,0.8397959737363854,0.8397959737363854,0.0435430821141544,,,,,,,,,,,blackman,256.0,0.5
psd,five,,,0.8480000000000001,0.8466772579449582,0.8466772579449582,0.0435430821141544,,,,,,,,,,,blackman,256.0,0.75
psd,five,,,0.842,0.8374969318447734,0.8374969318447733,0.0396988664825584,,,,,,,,,,,blackman,512.0,0.25
psd,five,,,0.852,0.8528924546458654,0.8528924546458654,0.0337045990927054,,,,,,,,,,,blackman,512.0,0.5
psd,five,,,0.86,0.8580754500859836,0.8580754500859836,0.0442718872423573,,,,,,,,,,,blackman,512.0,0.75
psd,five,,,0.8240000000000001,0.8230978450757217,0.8230978450757218,0.0467332857821916,,,,,,,,,,,hamming,64.0,0.25
psd,five,,,0.8300000000000001,0.829664121231745,0.8296641212317452,0.0346410161513775,,,,,,,,,,,hamming,64.0,0.5
psd,five,,,0.8219999999999998,0.8214113747781214,0.8214113747781215,0.0324961536185438,,,,,,,,,,,hamming,64.0,0.75
psd,five,,,0.8559999999999999,0.8554362653605991,0.8554362653605991,0.0475815090134812,,,,,,,,,,,hamming,128.0,0.25
psd,five,,,0.8560000000000001,0.8545844710635586,0.8545844710635586,0.0574804314527996,,,,,,,,,,,hamming,128.0,0.5
psd,five,,,0.86,0.8599776951415544,0.8599776951415545,0.041952353926806,,,,,,,,,,,hamming,128.0,0.75
